Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
191,0,0.08123924353273097,72,4,0.3552828048291522,5749.048779289231,12,0,2,0,1.0
192,0,6.212290626192475,46,0,3.3984793180845574,18148.877018723484,8,0,2,0,1.0
193,0,0.0013980288534109996,65,0,0.19732413159955461,6211.547327368857,7,0,1,0,1.0
194,0,0.1859824656399867,55,0,0.6421509870155911,,6,0,0,0,0.0
195,0,0.036061010842313855,61,0,4.155737528834872,,9,1,1,1,0.0
196,0,0.34198827425999967,66,0,1.764410213155928,11446.154437931447,9,0,3,0,2.0
197,0,0.8026027550408303,54,0,2.985455054447179,,5,0,3,0,1.0
198,0,4.770141329724129,57,0,1.4694608398010287,1162.5857112027454,9,0,3,0,0.0
199,0,3.565837401072046,60,0,21.311109665002924,,2,0,1,0,0.0
200,0,0.7580776448960063,27,0,0.5142353804008037,7622.719593077462,3,0,0,0,2.0
201,0,1.0146311987768541,57,0,14.114557108140074,,7,0,1,0,3.0
202,0,1.5642285327942254,64,0,1.1495936245986376,6871.4415703836,4,0,1,0,1.0
203,0,9.343431427511854,50,0,0.8279273352434102,4776.448898606017,8,0,1,0,
204,0,2.5552933243926375,31,2,74.38746840224906,6794.519380276199,9,0,1,0,0.0
205,0,0.004843299713848085,59,1,0.026189411453971502,3815.366961605834,7,1,1,0,0.0
206,0,0.5117515788281306,30,0,0.10280131644674512,6536.4897792765405,10,0,0,0,1.0
207,0,0.1268536169966903,26,0,13.952387650465125,13518.431334606348,14,0,2,0,2.0
208,0,6.935214913126343,69,0,0.9680185714776584,6495.390703003138,5,0,1,0,0.0
209,0,0.4530115886143248,59,0,52.3881634050545,2566.200282182194,10,0,0,0,0.0
210,0,0.2612545036677426,39,0,4.988330167225546,7655.140388042446,10,0,3,0,1.0
211,0,0.5567387261116927,58,0,1.5999268753642024,1827.4121891016257,9,5,0,0,0.0
212,0,2.808401789883192,49,0,9.511386452186118,7900.321640188162,7,0,0,0,2.0
213,0,3.2846828730976774,64,0,0.8214047449476505,14350.09155004156,9,0,0,0,0.0
214,0,0.13260124901471476,97,0,10.198910498149603,,12,0,0,0,1.0
215,0,2.1872736413588116,38,0,19.35445526089138,1827.601693762499,6,0,2,0,1.0
216,0,1.3125663355031714,46,0,0.11571144174819457,,7,0,1,0,0.0
217,0,0.19018431985571765,34,0,4.574671708304274,1572.3171911799666,6,0,1,0,1.0
218,0,1.0515808359648249,67,0,8.183127004759859,,7,0,1,1,1.0
219,0,0.5177675239111676,48,1,0.5464451366004375,3691.68391651695,7,0,2,0,1.0
220,0,2.967500518716176,48,0,2.370772219271851,2281.0260899137234,10,0,1,0,0.0
221,0,2.1731702927354704,45,0,0.5446318972803761,6148.690066479267,12,0,1,2,0.0
222,0,0.006745110794356637,43,0,5.310257775437145,2112.7234349292244,4,0,0,0,1.0
223,0,0.6131640258630553,44,0,0.0026543075417708663,9535.840497817051,9,0,1,0,0.0
224,0,2.6696773237331635,46,0,13.071023077016926,12089.985089795911,11,0,1,0,1.0
225,0,0.12934339155966945,63,0,11.711909010908224,15509.138410316167,14,0,0,0,1.0
226,0,2.7039837480605793,65,0,2.611390003942008,20923.11593852104,3,0,1,1,2.0
227,1,7.812995696460044,54,0,5.398631849060975,6948.452362177782,5,0,1,0,0.0
228,0,0.4754776458473104,73,0,14.44236960803321,5588.207763374401,7,98,0,0,0.0
229,0,0.04452057624189141,61,1,0.5912589437433101,5549.846635783436,12,2,1,0,0.0
230,0,1.5884071420505717,42,0,3.819295399448316,7179.127021982004,9,5,0,0,0.0
231,0,2.3443631399104974,65,0,1.3819146617518419,25106.672276539113,10,0,0,0,0.0
232,0,1.3154150348664602,66,0,33.792273439083885,,11,0,0,3,1.0
233,0,0.06780478379661227,54,0,4.686860425737125,3179.9572683253737,9,0,2,0,
234,0,4.394012411563734,47,0,3.452374041148312,12595.676894493703,8,0,1,0,0.0
235,0,0.2798300991065038,31,0,1.6322701499258767,3684.828041690293,8,1,0,0,1.0
236,0,2.210811988886975,44,0,23.508512522540826,9919.688731687345,6,0,1,0,0.0
237,0,5.25552063565871,24,0,3.6243094991794345,5154.770043849541,6,0,2,2,3.0
238,0,4.1143081169003795,46,0,17.824529946840457,13242.966667118326,6,0,5,0,0.0
239,0,1.7880445331291859,52,2,0.14030774534543156,5389.5605909494925,9,0,4,0,0.0
240,0,1.738490951334779,68,0,0.6147287297023446,10773.420338256721,9,0,1,0,
241,1,6.695844984138847,44,0,0.907032952477585,3015.407936976117,6,0,1,0,
242,1,0.12051223434633017,55,0,0.9851969700812894,15862.240606016372,11,0,3,0,2.0
243,0,1.6493633483200676,69,0,162.88509302570276,,12,4,1,0,3.0
244,0,0.3918184540502773,34,0,2.5238478934269213,11614.33776792461,8,0,3,0,2.0
245,0,0.010574250657372181,60,0,0.5269992822978985,,12,0,1,0,1.0
246,0,8.041839660344944,27,0,13.96905510045122,4020.3687944470003,8,0,0,0,1.0
247,0,0.1045015134208469,37,0,1.3597129526369418,2682.685167171281,4,0,0,0,2.0
248,1,1.4573983240889599,39,3,15.679132826210813,,10,0,0,1,0.0
249,1,0.9387090228632509,41,0,4.178092525130112,1201.6506332319586,6,0,1,0,0.0
250,0,5.157147712372051,41,5,17.184360360387657,578.4091631628137,10,0,0,0,0.0
251,0,2.470120126563434,57,0,10.312441994102555,3695.225379361174,9,0,2,0,1.0
252,0,4.000271625172601,48,0,3.7052853389713656,,11,0,2,0,1.0
253,0,6.604816460396556e-05,36,0,60.10792432410462,4981.304913280079,8,0,2,0,2.0
254,0,0.42769179886039044,29,0,0.5904285766102481,8622.855773004852,6,0,3,0,0.0
255,0,5.0937413699085194,62,0,679.7243006616291,2174.0763330650802,6,0,1,0,1.0
256,0,0.3202798742474617,66,0,5.939198216841653,5153.652091096188,8,2,0,0,0.0
257,1,0.16975959510334038,51,0,1.245188354855848,,5,0,1,0,0.0
258,0,1.2391282352322692,18,0,0.17404425998921655,10649.318423585515,14,0,0,0,0.0
259,0,0.15043040021375226,44,0,248.25148140725165,10016.381911627088,6,0,2,0,0.0
260,0,0.8526745662391477,41,0,0.15178806630064579,,8,0,0,0,2.0
261,0,1.3723757838098047,44,0,1.207869185713038,5225.009570732125,3,0,3,0,1.0
262,1,1.1872612663318978,71,0,0.03161053699322936,1668.6830516393607,9,0,1,0,3.0
263,0,0.2685223434119298,62,2,0.24987173480683605,3422.3435639391496,10,0,1,0,2.0
264,0,0.22403858073369723,63,1,25.833305518782367,2259.6612068695463,8,0,1,0,0.0
265,0,3.742230430420193,67,0,0.16422176231402066,10454.651015584788,7,0,0,0,0.0
266,0,2.704855199112983,46,0,1.8422342751858423,16697.195302406424,11,0,1,0,0.0
267,0,1.144067701519861,46,0,0.02818091292005064,5516.074538833088,8,0,0,0,0.0
268,0,0.10893706694083038,53,1,0.5506958685068051,5535.540673720095,5,0,1,0,0.0
269,0,0.34638222794731854,43,0,1.6122324430012003,8524.1770731025,7,0,0,0,0.0
270,0,3.1959428827030467,43,0,21.759107955867947,6153.653355087526,5,0,1,0,0.0
271,0,0.15968153359631035,64,0,0.12524026856277376,8267.095588563296,9,0,1,0,1.0
272,0,3.852441691945701,60,0,3.2751916635204172,7762.9978822822,3,0,1,0,3.0
273,0,3.839035093918277,20,0,1.7412259854773062,,4,0,1,0,2.0
274,0,1.6812208724556177,49,1,47.33014222615519,17678.261798832955,7,1,0,0,0.0
275,0,5.097593245481553,69,0,0.8965627384238841,1181.6733150152843,10,0,2,0,1.0
276,0,0.16998527835890634,63,4,506.7599903933417,4875.014254900938,8,0,1,0,3.0
277,0,0.14805431845640277,53,0,6.5649353343748835,4213.963922133414,10,0,0,0,1.0
278,0,2.253582771066982,74,0,1.0879343202712597,7206.46694912765,8,0,1,0,0.0
279,0,2.58664029230554,45,3,5.675696128224811,,8,0,0,0,0.0
280,0,1.3577566205312324,48,0,1.2833031328073923,,9,0,1,0,0.0
281,0,4.958129776205823,21,0,4.131930264088897,5245.896636400272,10,0,0,0,1.0
282,0,2.940078352533374,51,1,0.6669453562192061,3540.163681767056,13,0,4,0,0.0
283,0,3.2242170850481573,80,0,4.2718877004057525,4407.1033507993225,11,0,2,0,1.0
284,0,5.429762516518259,51,0,6.619130925132608,5373.340630396538,13,0,1,0,0.0
285,0,0.547002803999515,55,1,14.611900515123017,2252.5266567816852,12,0,2,0,0.0
286,0,0.4435447799049622,49,0,18.146257715575505,1090.410293789037,7,0,2,0,2.0
287,0,3.1048336852101075,58,0,103.37765905001682,7237.25851102457,12,0,1,0,1.0
288,0,1.8747089982726097,42,0,3.9369043989534926,,11,0,1,0,
289,0,2.1966583249156364,78,0,0.2719141755786761,26978.8992836596,9,0,3,4,0.0
290,0,2.4142602155152924,68,0,1.575573807414027,6246.724858137028,9,0,0,0,0.0
291,0,2.940102211141702,62,0,4.435021682740883,1477.810126110378,12,0,0,0,0.0
292,0,3.779190757733665,69,0,1.1099927109441488,19305.105953452734,4,0,1,0,0.0
293,0,0.43402335551368243,51,0,8.772735285191514,1775.7632742075493,7,0,1,0,0.0
294,0,1.3252404485647649,42,1,0.8557856615623403,2857.4191642173946,6,9,0,0,0.0
295,0,0.7997356722665484,57,0,82.56639315203618,1103.062213131837,9,0,6,0,0.0
296,0,1.3604241982146956,69,0,3.837222771124101,,9,0,0,0,0.0
297,0,0.024467203392481943,47,1,1.455687755012005,,9,1,0,0,0.0
298,0,0.5628611006509266,47,0,1.9275130432723062,3416.251213300216,6,0,2,0,1.0
299,0,2.38589543905463,53,0,1.1418942478809828,1175.8419472564622,5,0,1,0,0.0
300,0,2.7402237330145147,22,0,1.2545807502311084,3979.8906867360024,10,0,1,0,
301,0,0.7981565625308085,36,0,3.626391487421056,3731.404303812004,6,0,0,1,1.0
302,0,1.225501188983796,43,0,8.542145475421954,4486.856129169928,3,0,0,0,3.0
303,0,5.822200546000128,69,0,1.391696396459412,23493.038172722263,9,0,0,0,1.0
304,0,0.002461918149666833,58,0,1.213047223663396,3232.110931035038,13,1,0,0,1.0
305,0,0.8594208638661252,36,0,1.5097766967867614,6552.284181315515,11,0,0,0,2.0
306,1,3.1028655199317563,57,1,6.605849003413144,3321.9724558181942,11,0,3,0,0.0
307,0,0.14067986435643995,53,0,11.695525124456829,3465.8193834449876,9,0,1,0,2.0
308,0,6.7228907641857845,44,0,0.032711765782164136,,8,0,2,0,1.0
309,0,3.9138723512827935,42,0,15.392533728058691,13907.715596265529,5,0,2,0,2.0
310,0,0.45692720844510587,87,0,0.028599810564406927,,8,0,1,0,1.0
